Producers,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,Fiction,Foreign,History,Horror,Music,Mystery,Romance,Science,Thriller,War,Western
Film Afrika,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Film Afrika Worldwide,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Film Capital Europe Funds (FCEF ),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
Film Colony,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Film Consortium,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"Film Department, The",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Film Export A.G.,2,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,0,0,0
Film Fund FUZZ,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Film Futures,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Film Properties International N.V.,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Film Rites,1,0,0,0,2,0,2,0,0,0,0,0,0,0,1,0,0,2,0,0
Film Science,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Film Victoria,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Film Väst,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Film and General Productions,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Film i Väst,0,0,0,0,2,0,5,0,0,1,0,0,1,1,1,0,1,3,0,0
Film4,1,2,0,8,7,0,17,0,1,4,0,2,2,1,1,3,4,5,0,0
FilmCamp,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
FilmColony,0,0,0,1,1,0,2,0,0,0,0,0,0,1,1,1,0,0,0,1
FilmDistrict,4,1,0,0,1,0,4,0,1,1,0,1,2,0,0,2,1,3,1,0
FilmEngine,0,0,0,0,1,0,2,0,0,1,0,0,0,1,1,1,1,2,0,0
FilmFernsehFonds Bayern,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
FilmNation Entertainment,1,1,0,0,1,0,6,0,0,1,0,1,1,0,0,0,1,5,0,0
FilmWorks,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0
Filmanova,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Filmauro,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0
Filmax,0,0,0,1,0,0,1,0,0,0,0,0,2,0,1,0,0,1,0,0
Filmax Entertainment,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Filmax Group,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Filmax International,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Filmazure,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Filmboard Berlin-Brandenburg (FBB),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Filmcoopi Zürich,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
Filmek A/S,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Filmfour,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0
Filmförderanstalt (FFA),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Filmförderung Hamburg,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Filmförderungsanstalt (FFA),0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,1,2,0
Filmgate Films,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,2,0,0
Filmkameratene A/S,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Filmko Pictures,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Filmplan International II,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0
Films en Stock,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
Filmsmith Productions,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Filmstiftung Nordrhein-Westfalen,0,0,0,2,0,0,3,0,0,1,0,0,0,0,0,3,1,0,0,0
Filmtribe,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Filmula,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Filmways Pictures,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
Filmways Productions,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Filmyard Underwaterdeco,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Final Cut for Real,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Finanzia San Marco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Finding Forrester Productions,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Fine Line Features,0,0,0,2,1,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0
Fine Productions,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
Finestkind,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Fipex Holding,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Fireworks Pictures,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Firm Films,3,0,0,2,3,0,3,0,0,0,0,0,1,0,1,0,0,3,0,0
First Foot Films,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
First Generation Films,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
First Independent Films,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
First Knight Productions,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
First Light Production,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,3,1,0
First Look Media,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
First Point Entertainment,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Fitzwilliam Productions,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Five Drops,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
Flan de Coco Films,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Flashpoint (I),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Flashpoint Entertainment,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Flicks Motion Pictures,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Florin Productions,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Flower Films,1,0,0,2,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0
Flower Films (II),1,1,0,5,0,0,3,0,0,0,0,0,0,1,0,4,0,0,0,0
Flyboys Films,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
Flynn Picture Company,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Focus Features,2,2,2,12,3,0,20,2,0,3,0,1,0,0,2,10,3,5,0,0
Focus Films,1,1,1,0,0,0,0,0,0,2,0,0,0,0,1,0,2,2,0,0
Follow Through Productions,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Fonds Eurimages du Conseil de l'Europe,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Fontana Productions,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Forecast Pictures,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Foresight Unlimited,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
Forest Whitaker's Significant Productions,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Forge,2,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,2,0,0
Forrest Films,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Fortis Films,2,0,0,5,1,0,1,0,1,0,0,0,0,0,0,2,0,1,0,0
Fortissimo Films,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Fortress Films,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
FortyFour Studios,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Forward Pass,2,0,0,0,2,0,5,0,1,0,0,1,0,0,1,0,0,2,0,0
Fountainbridge Films,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0
Four By Two Productions,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FourBoys Entertainment,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fourth Kind Productions,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0
Fox 2000 Pictures,6,7,3,19,2,0,25,11,8,1,0,2,2,5,3,14,1,9,3,0
Fox Animation Studios,1,1,2,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0
Fox Atomic,1,1,0,3,0,0,1,0,0,1,0,0,2,1,0,0,1,2,0,0
Fox Family Films,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Fox Filmes do Brasil,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0
Fox Films Ltd.,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Fox Searchlight Pictures,1,2,0,23,4,0,33,1,1,1,0,0,4,2,1,16,1,6,0,0
Foxstar,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Foxtor Productions,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
France 2 (FR2),1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
France 2 Cinéma,1,2,0,3,2,1,6,0,0,0,0,0,0,0,1,1,0,2,2,0
France 3 (FR 3),1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
France 3 Cinema,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,1,0,1,0,0
France 3 Cinéma,2,1,0,3,2,0,4,0,0,0,0,1,0,1,0,2,0,0,1,0
France 4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
France Télévision,0,0,0,0,1,0,3,0,0,0,0,1,0,0,0,0,0,1,1,0
France Télévisions,0,1,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
France2 Cinéma,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Franchise Pictures,7,4,0,4,7,0,3,0,0,2,0,0,1,0,2,1,2,7,1,0
Franklin/Waterman Productions,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Frantic Films,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Franton Production,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Freddie Fields Productions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Free State Pictures,0,1,0,0,2,0,3,0,0,0,0,0,0,0,1,0,0,1,0,0
Freestone Pictures,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Freestyle Releasing,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
French Tax Credit,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"Fria Luz Del Dia, A.I.E.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Friday Four, Inc.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Friendly Films (II),1,1,0,2,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
Friendly Films Productions,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Friuli Venezia Giulia Film Commission,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
Front Street Productions,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Frontier Pictures,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Fu Works,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,2,0
Fuji Television Network,3,1,1,1,0,0,1,1,1,1,0,0,2,0,0,0,1,1,1,0
Full Crew/Say Yea,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Fuller Films,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Fuqua Films,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"Furia de Titanes II, A.I.E.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Furry Vengeance Productions,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Furst Films,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0
Furthur Films,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0
Future Films,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
Fuzzy Bunny Films (I),0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Fuzzy Door Productions,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Fünfte Babelsberg Film,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
GAGA,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0
GG Filmz,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
GGR,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
GH One,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
GH Three,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
GHS Productions KG,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
GK Films,2,3,1,2,2,0,6,2,1,2,0,1,1,0,1,2,2,5,0,1
Galactic Films,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Galatée Films,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Galavis Film,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Gama Entertainment Partners,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Gambit Pictures,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0
Gary Sanchez Productions,2,0,0,8,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
Gaumont,3,2,0,0,1,0,3,0,1,1,0,1,0,0,0,0,1,3,1,0
Gaumont Columbia Tristar Films,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Gavin McKinney Underwater Productions,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gaylord Films,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"Geffen Company, The",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Geffen Pictures,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
Geisler-Roberdeau,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
Gener8Xion Entertainment,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Generalitat Valenciana,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Generalitat de Catalunya - Institut Català de les Indústries Culturals (ICIC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Genetics Productions,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Genre Films,3,2,0,1,1,0,3,1,1,4,0,0,0,0,0,1,4,1,0,0
George Stevens Productions,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Georgetown Productions Inc.,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"Georgetown Productions, Inc.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Gerard Butler Alan Siegel Entertainment,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Gerber Pictures,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Ghost House Pictures,0,0,0,0,0,0,1,0,0,0,0,0,7,0,2,0,0,6,0,0
Ghost Ship Films Pty. Ltd.,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
Ghostcorps,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Ghoulardi Film Company,0,0,0,2,1,0,6,0,0,0,0,0,0,0,1,2,0,0,0,0
Giant Pictures,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Gidden Media,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gilbert Films,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Gimages,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Giving Films,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Gkids,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Glitter Productions,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Global Entertainment Group,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Global Entertainment Productions GmbH & Company Medien KG,3,1,0,1,1,0,2,0,0,1,0,1,0,0,1,0,1,3,1,0
Global Medien KG,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Global Produce,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Globo filmes,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Golan-Globus Productions,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Golar Productions,1,1,0,1,0,0,0,0,1,2,0,0,1,0,1,0,2,0,0,0
Gold Circle Films,0,0,0,5,0,0,2,1,0,1,0,0,1,1,1,3,1,2,0,0
Gold Star Films,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Gold/Miller Productions,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Goldcrest Films International,1,0,0,0,0,0,2,0,0,1,0,1,0,0,0,1,1,0,0,0
Goldcrest Pictures,3,3,0,4,0,0,6,0,2,1,0,1,0,0,2,5,1,1,0,0
Golden Harvest Company,3,1,0,3,2,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0
Golden Harvest Pictures,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Golden Mean,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Goldenlight Films,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goldmann Pictures,1,2,1,2,0,0,1,1,2,1,0,0,0,0,0,0,1,0,0,0
Goldsmith-Thomas Productions,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
Gone North Productions,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Good Films,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Good Machine,2,1,0,2,2,0,8,0,0,1,0,0,0,0,0,3,1,0,1,1
Good Universe,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goodspeed Productions,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Gordon Company,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Gordonstreet Pictures,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Gospel of John Ltd.,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Got Films,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Gotham Entertainment Group,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Gotham Group,3,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,2,0,0
Government of Malta,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
GraceWorks Pictures,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Gracie Films,0,0,1,7,1,0,4,2,1,0,0,0,0,0,0,4,0,0,0,0
Gramercy Pictures,0,0,0,4,1,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0
Gran Via,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Gran Via Productions,0,0,0,1,1,0,4,2,1,1,0,0,1,0,1,0,1,1,0,0
Granada Film Productions,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0
Grand Army Entertainment,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Grand March Productions,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Grand Slam Productions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Gratitude International,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Gravier Productions,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,4,0,0,0,0
Great Oaks Entertainment,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
Great Scott Productions Pty. Ltd.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Great Wight Productions/ Osford Films,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Green Film Company,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Green Hat Films,0,0,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Green Room Films,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Green Tulip Productions,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
GreeneStreet Films,1,0,0,0,3,0,1,0,0,0,0,0,1,0,2,0,0,3,0,0
Greenestreet Films,0,0,0,1,1,0,2,0,0,0,0,0,0,0,1,0,0,2,0,0
Greenlit Rights,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Gremi Film Production,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Grey Water Park Productions,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Grindstone Entertainment Group,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0
Grisbi Productions,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Grive Productions,5,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0
Grosvenor Park Impact Productions,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
Grosvenor Park Media Ltd.,2,0,0,1,1,0,3,0,0,0,0,0,0,0,0,1,0,2,1,0
Grosvenor Park Productions,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0
Groucho II Film Partnership,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Groucho III Film Partnership,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
Ground Control,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
Groundswell Productions,0,0,0,2,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1
Grove Hill Productions,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Gruber Bros.,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Gruskoff/Venture Films,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Guardian Trust Company,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0
Gulfstream Pictures,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gunn Films,0,2,0,4,0,0,0,4,3,1,0,0,0,0,1,1,1,2,0,0
Guy Walks into a Bar Productions,0,1,0,2,0,0,0,2,1,1,0,0,0,0,0,0,1,0,0,0
H2F Entertainment,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
H2S2 Filmproduktionsgesellschaft,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
HBO,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
HBO Films,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0
HCC Media Group,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
HDNet Films,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
HSX Films,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
HW Two,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hachette Première,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
Hachiko,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Hacienda Productions,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Haddock Films S.R.L.,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
Haishang Films,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Hakuhodo DY Media Partners,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
Hal Lieberman Company,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Half Circle,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Hallway Pictures,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hammer & Tongs,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
Hammer Film Productions,0,0,0,0,0,0,2,0,0,0,0,0,2,0,1,0,0,1,0,0
Hammerhead Productions,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,2,2,0,0
HanWay Films,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0
Hand Made Films,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
HandMade Films,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Handmade Films Ltd.,0,1,0,2,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0
Handprint Entertainment,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Handsomecharlie Films,1,0,0,2,0,0,2,0,0,0,0,0,1,0,0,2,0,1,0,1
Hank Levine Film,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
