,MovieTitle,Domestic,Iceland,United Kingdom,Singapore,France,Austria,Bahrain,Belgium,Bulgaria,Croatia,Cyprus,Czech Republic,Denmark,Egypt,Estonia,Finland,Germany,Greece,Hungary,Israel,Italy,Jordan,Kuwait,Latvia,Lebanon,Lithuania,Netherlands,Norway,Oman,Poland,Portugal,Qatar,Romania,Serbia and Montenegro,Slovakia,Slovenia,South Africa,Spain,Sweden,Switzerland,Turkey,Ukraine,United Arab Emirates,Argentina,Aruba,Bolivia,Brazil,Chile,Colombia,Costa Rica,Dominican Republic,Ecuador,Honduras,Mexico,Nicaragua,Panama,Paraguay,Peru,Uruguay,Australia,Hong Kong,India,Indonesia,Japan,Malaysia,Mongolia,New Zealand,Pakistan,Philippines,Russia/CIS,South Korea,Sri Lanka,Taiwan,Thailand,Vietnam,China,East Africa,Venezuela,Ghana,Kenya,Nigeria,Jamaica,Trinidad & Tobago,Russia,Switzerland (French),Middle East Other,South Africa/Nigeria,Switzerland (German),S/E/W Africa,Central America,Lesser Antilles,Central America+,Cambodia,Puerto Rico,Middle East/UAE,Ethiopia,Curacao,Czech Republic/Slovakia,Greece and Cyprus,Russia/CIS/Ukraine,Iran,Switzerland (Italian),Lebanon/United Arab Emirates,Canada,Baltic States,West Indies,Middle East,Syria,Switzerland (French/Italian),North Macedonia,Netherlands Antilles,Ireland,Iraq,El Salvador,Guatemala,E/W Africa,Palestine,Malta,Yugoslavia,Morocco,Albania,Bangladesh,Laos,Bosnia,Bosnia and Herzegovina,Saudi Arabia
1791,Random Hearts,31502583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1792,The Prince of Tides,74787599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1793,Edge of Darkness,43313890,54073,5187049,210981,2837509,191533,0,716475,27594,47334,0,35729,528041,0,12450,103005,1736428,559809,130200,0,1820221,0,0,8527,112285,11438,1140932,146964,0,589007,511220,0,135767,24808,45644,27536,244920,3481358,344424,0,716758,0,569429,1141602,0,45517,2274542,184033,448286,0,0,127238,0,4070888,0,0,0,408339,127710,3008179,205633,0,0,0,195320,0,236065,0,123170,707618,1183839,0,144218,42453,0,0,0,828534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1794,Easy A,58401464,26102,1241489,219286,0,0,4889,11827,53626,50228,0,0,208284,14919,41155,0,1996491,0,116150,38959,82427,14996,0,46726,42900,18785,0,191531,0,267662,0,0,105623,0,0,80862,357211,1397014,453574,0,0,0,92051,0,0,20864,0,0,0,0,33864,86051,0,0,0,0,0,211654,11198,5577265,0,0,0,0,0,0,556049,0,205247,2435766,0,0,0,49905,0,0,0,186384,0,0,32582,5857,18020,0,0,0,0,0,0,0,0,0,0,0,0,2045,17234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1795,The Ghost and the Darkness,38619405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1796,Revolutionary Road,22911480,24359,5117981,140332,8657060,535803,0,1017408,23605,74134,"
        0
    ",220128,688954,70278,38356,476639,4764151,1073743,200539,359830,4832138,0,0,37144,88300,57055,722526,657591,0,786220,610150,0,79345,32018,5097,72765,218915,5580919,709717,2263937,490183,178445,120826,290486,0,2214,881573,124733,92519,0,0,29166,0,993848,0,0,0,88209,43446,2138833,381015,143574,0,4181251,0,0,422299,0,19900,1004685,284229,0,312845,72909,"
        0
    ",0,11022,224445,0,0,2339,0,0,0,0,0,188590,0,0,0,0,108979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1797,The Count of Monte Cristo,54234062,0,1792083,0,150483,0,0,0,55771,0,0,37370,0,28921,0,0,875087,0,124120,0,973357,0,0,0,0,0,280018,58120,0,108425,0,0,0,0,0,0,138556,1001809,0,0,345651,0,0,279351,0,0,1890041,0,0,0,0,0,0,3915115,0,0,0,0,0,1962754,0,0,0,0,0,0,260093,0,0,0,599170,0,48660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1798,The Change-Up,37081475,94800,3125732,422642,638979,1233359,0,476022,86214,84020,0,0,0,62369,77614,241072,4832138,53559,218306,754725,382483,0,0,33073,107173,10730,539605,0,0,290098,734270,0,286828,33459,0,173565,528663,1796484,0,0,266636,668746,424773,506518,0,19944,1379043,0,342932,0,0,82667,0,2671597,0,0,0,339732,46113,3349929,0,0,0,0,0,0,258860,0,181574,6015012,0,0,0,0,0,0,0,372052,0,0,36437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1799,The Last of the Mohicans,75505856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1800,30 Days of Night,39569000,74125,8815968,280348,1942095,290623,0,303283,0,0,0,158544,182025,0,20852,47197,1779037,426800,0,0,3809946,0,0,45048,28764,87431,265608,78978,0,286323,161336,0,0,0,39508,0,273262,4113870,79661,0,555513,133455,472339,0,8697,0,694543,105160,177601,0,57589,0,0,2070634,0,0,0,136339,0,2038544,348888,168159,132431,0,1115219,0,219846,0,398976,2135249,652331,0,393781,0,0,0,0,246361,0,0,3597,17415,0,0,0,0,0,0,0,28000,42871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1801,Stomp the Yard,61356221,0,881958,408658,3211381,0,26539,57710,0,0,0,0,0,0,0,0,2067918,0,0,0,905752,0,40013,0,0,0,0,0,14129,0,0,46163,0,0,0,0,449476,56395,84770,0,0,0,175808,0,14251,0,0,0,0,0,34746,0,0,292398,0,0,0,0,0,3263915,0,19078,0,154379,246633,0,1480921,0,46895,0,0,0,0,0,0,0,12336,0,0,0,30867,80952,0,0,0,0,0,0,0,0,35909,0,0,0,0,0,10726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1802,The Rookie,75600072,0,0,0,169406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,341949,0,0,0,0,0,51612,0,0,0,3967920,0,0,0,0,0,0,94415,0,136643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1803,Diary of a Wimpy Kid,64003625,0,4283601,358096,7440,0,0,0,0,0,0,0,0,0,0,0,439034,0,0,0,533730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15935,95562,0,0,243346,0,0,0,0,0,162928,0,0,0,0,0,0,189654,0,0,0,0,0,5261222,0,0,0,0,68435,0,309590,0,224340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1804,Dreamcatcher,33715436,0,2807999,0,3148376,562535,0,0,0,0,0,45608,0,0,0,148599,3632972,526400,133046,0,2810369,0,0,0,0,0,968951,182984,0,0,0,0,0,0,0,0,84014,5177282,0,0,411975,0,0,456751,0,0,0,208521,0,0,0,0,0,2362015,0,0,0,0,0,1892168,0,0,0,0,0,0,311819,0,0,1402240,0,0,399022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1805,Barbershop,75782105,0,230822,0,13338,0,0,0,0,0,0,0,0,0,0,0,11205,0,0,0,3418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30693,10345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22437,0,0,0,0,0,0,51861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1806,Superman III,59950623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1807,Cruel Intentions,38328567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1808,The Ides of March,40962534,28802,4731759,183414,4005501,527793,0,443846,26124,40433,0,32874,496603,0,0,79591,3208028,1086922,99640,0,5217138,0,0,0,45028,0,209620,238996,0,462748,284664,0,0,12958,13049,21633,185619,3479894,360185,0,431401,0,156683,540497,0,10251,985472,161029,138938,0,0,0,0,874769,0,0,0,157589,93721,4588966,318541,0,0,287701,0,0,211114,0,0,485127,242648,0,0,64164,0,0,0,88216,0,0,15888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1809,The Newton Boys,10452012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1810,The Untouchables,76270454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1811,United 93,31483450,64441,5374823,0,4425669,617694,0,1411876,23694,73621,46183,312370,303277,8702,13415,311675,2091523,427130,117012,401386,3190330,0,0,43504,21443,46041,975485,744002,0,958219,1039925,0,27998,8492,70123,34581,177378,3579543,781073,503296,231713,0,299178,321365,0,0,709063,204879,309174,0,0,46463,0,2425037,0,0,0,156360,0,1383583,406852,175265,0,7696219,0,0,269059,0,66834,0,484424,0,338237,75084,36070,0,0,241132,0,15582,0,0,0,0,0,352022,0,0,0,379933,0,0,0,0,0,0,0,366949,0,0,0,0,0,0,0,0,0,0,0,808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1812,The Road to El Dorado,50863742,96454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1813,Bad Santa,60060328,0,4751324,0,369719,169792,0,0,0,0,0,117849,0,0,0,114532,1091895,489950,293033,0,2267750,0,0,0,0,0,228593,412576,0,732236,34901,0,0,0,50176,0,0,228692,0,0,0,0,0,21272,0,0,0,0,0,0,0,0,0,451367,0,0,0,0,0,2799300,4437,0,0,0,0,0,156066,0,0,671421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1814,The Unborn,42670410,18277,5574004,331570,1020734,190203,0,288914,43575,33909,"
        0
    ",87487,47314,110822,15982,119765,1665286,406785,64180,96138,2470810,0,0,24670,51520,91195,366974,72694,0,323465,188503,0,60630,0,0,67116,71395,3459431,148495,246805,84695,236571,512033,776427,0,9892,873034,344528,476433,0,0,209544,0,5249945,0,0,0,503820,7351,1399052,0,0,0,0,198088,0,80893,0,308171,1539220,1059905,0,115233,0,"
        0
    ",0,0,1620599,0,0,0,0,0,0,0,184703,0,0,0,89568,"
        0
    ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1815,Bend It Like Beckham,32543449,36000,16589164,0,1774885,171420,0,269819,7323,0,0,0,293000,0,0,151704,2765777,0,0,0,2724311,0,0,0,0,0,189676,419000,0,0,0,0,0,1685,0,0,544781,568482,73000,3400000,203312,0,0,7868,0,0,41000,0,0,0,0,0,0,223595,0,0,0,0,0,7150651,277686,0,892000,0,0,0,1192656,0,0,99688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1816,Coach Carter,67264877,31514,3005306,300675,1144236,0,0,76085,0,0,0,0,17227,0,0,0,638723,0,56627,0,1967,0,0,0,0,0,152185,18354,0,0,0,0,0,0,0,0,227783,143129,64793,0,0,0,114190,0,0,0,0,0,0,0,0,0,0,306391,0,0,0,0,0,1441898,0,0,0,378233,64938,0,334405,0,83131,0,546474,0,35526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1817,Stealth,32116746,25406,2219485,508908,2226804,229948,49540,323107,53356,9117,0,0,0,60665,25232,0,1188338,0,171602,114182,353082,30502,267388,29614,49671,6835,0,0,22544,57603,212547,31961,41085,0,0,21438,325394,1430740,115834,0,249555,0,393551,40314,0,16722,602112,79350,178276,0,0,79059,0,2129176,0,0,0,105038,8296,1766029,505815,1605948,498820,10599748,662263,0,384884,0,396809,1842958,3959885,0,2134826,996219,0,3210338,38849,220895,0,0,26994,0,0,1395871,67063,0,0,141658,0,0,0,231088,0,0,0,0,0,0,0,2373392,0,7847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1818,ã·ã³ã»ã´ã¸ã©,163769187,93905,16857159,1007708,8253681,1696803,106048,1302983,146849,384931,37904,396727,1883851,324085,151577,1697837,10022504,744547,786599,1051746,5537764,76998,427631,110331,136654,156422,2293650,917528,63048,2486982,621489,134647,528582,96441,276071,107757,355584,4955113,1418441,1710051,198542,1117635,1239494,420345,4963,11152,2331454,111035,563310,44461,61689,127329,29789,3093604,22906,81988,14945,448966,84786,9286922,1878336,1059831,1047211,2411742,458873,8874,1228430,93017,204551,6269878,5793348,28484,1265276,1223639,689376,28186928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1819,Miracles from Heaven,61705123,0,67579,79412,0,0,0,0,16777,0,0,0,7563,9632,0,0,105516,0,0,0,0,0,0,0,42890,0,0,278715,0,271604,70659,0,0,0,85720,0,93805,214174,0,0,0,36658,35342,10514,0,0,752487,0,494995,0,0,368819,0,5708535,0,0,0,0,0,539167,248461,0,0,183730,0,0,0,0,259836,0,100822,0,0,0,0,0,0,0,2063,2173,57884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1820,Diary of a Wimpy Kid: Dog Days,49008662,0,12925088,443034,1818,0,0,0,0,0,0,0,0,0,0,0,3013383,0,0,0,181794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251654,408321,0,0,444629,0,0,0,0,0,868059,0,0,0,0,0,0,0,0,0,0,0,0,8452341,0,0,0,0,234648,0,764125,0,232139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1821,There Will Be Blood,40222514,66154,9189480,53616,5843976,252595,0,675721,24432,84183,0,82068,892076,26989,22863,368399,1543829,1147969,19322,271555,2566966,0,0,38184,33303,0,660123,635858,0,0,349358,0,47453,0,10116,37139,45506,2415805,428691,593283,180114,0,83097,520135,0,20940,1090464,193863,201527,0,0,47113,0,652470,0,0,0,102080,61808,2400045,109799,42119,0,887763,6350,0,352416,0,8331,400757,94199,0,33897,21887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1822,The Grey,51580236,59758,5060542,358959,2626093,257940,0,517346,0,71299,0,60786,26634,96065,0,50243,1335353,883414,67583,0,1046230,0,0,0,107839,0,381795,269627,0,399394,148312,0,0,0,42187,0,264572,1556307,0,0,342784,0,583709,511931,0,21883,958773,66777,137204,0,0,0,0,1574611,0,0,0,169378,31409,2428624,170434,0,0,0,314674,0,321869,0,94296,2471807,1870837,0,0,183830,0,0,0,258351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1823,The Back-Up Plan,37490007,47564,2952219,420239,4211036,681959,51338,369138,54828,94463,0,106297,0,86148,47801,0,2510451,317558,272850,269248,1926942,0,0,65009,110529,63497,668860,0,0,360511,324848,0,168196,58882,90272,151577,770599,2482690,0,0,362090,399375,482464,291820,0,38501,3377721,136818,378155,0,0,140481,0,3076416,0,0,0,369996,135185,3370015,0,0,119377,0,287964,0,0,0,276714,2646798,2547,0,441177,63604,0,0,18408,730413,14332,0,95701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1824,Serendipity,50294317,0,2853656,0,1236368,443160,0,0,20989,0,0,18885,0,0,0,55289,2279677,0,25372,0,2207869,0,0,0,0,0,861612,249344,0,0,0,0,0,0,0,0,333519,1242920,0,0,149588,0,0,0,0,0,392083,0,0,0,0,0,0,1584472,0,0,0,0,0,2651363,86304,0,0,1770081,0,0,136833,0,0,0,847571,0,597390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1825,The Number 23,35193167,127084,7796894,372646,3989040,572352,0,846937,61128,22581,0,26717,874167,38785,20742,354510,2195491,1033237,286357,152910,4079576,0,0,52418,24896,46967,477170,293409,0,0,296435,0,62837,0,21307,58055,114389,3942076,519000,396609,1483003,0,149447,782187,0,21446,1461806,115722,298565,0,0,77060,0,1221837,0,0,0,222866,14600,1353169,15858,0,178652,1228829,111064,0,0,0,169206,0,2792852,0,431735,351119,0,0,0,315280,0,0,0,0,0,0,0,0,0,0,121981,0,29578,0,0,379802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1826,Windtalkers,40914068,0,1187823,0,1880294,19522,0,0,0,0,0,0,0,63399,0,0,1422666,47125,66627,0,1748131,0,0,0,0,0,103335,161800,0,23065,0,0,0,0,0,0,58900,2358563,0,0,176717,0,0,63794,0,0,370150,85168,0,0,0,0,0,2536256,0,0,0,0,0,1148667,685468,0,0,8333756,0,0,269796,0,0,432355,842402,0,1007546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1827,Sinister,48086903,29870,10603856,616377,3261878,391816,0,406267,0,42752,0,252546,245104,98326,0,214614,1237963,0,53708,0,690505,0,0,0,0,0,801435,558958,0,178095,79629,0,0,0,136248,0,0,2539312,322272,0,190313,0,236677,839290,0,60291,2156508,491729,479356,0,0,97533,0,1813699,0,0,0,379985,102728,0,128054,0,0,0,1234385,0,0,0,347046,2097889,229837,0,0,323184,0,0,0,458175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1828,Gandhi,52767889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1829,Out of Sight,37562568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1830,The Sentinel,36280697,80475,3888394,325918,4176466,267155,44038,1001622,69190,22908,0,51745,387476,64933,29779,253165,1115978,595491,248715,138713,1148607,17828,135885,26982,54887,25428,769296,201425,14448,285532,539213,26337,63257,11468,22581,36693,482523,6255372,602635,737095,305414,95351,226310,567876,0,21920,986008,93553,332331,0,65230,95820,0,3824356,0,0,0,198636,41445,1802215,0,54437,210942,1985060,138628,0,220989,0,306179,386234,962074,0,567022,0,45837,2789357,0,579191,0,0,0,32789,0,0,239714,0,0,450307,0,0,49528,250548,0,291272,0,0,0,82685,0,0,0,10987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1831,Hostage,34639939,70758,7757791,0,5068287,755196,0,1145239,33581,0,0,225855,136466,92760,0,147025,3568234,369900,91168,0,1587979,0,0,0,41832,0,655054,285773,0,585184,250394,0,55879,6104,31516,0,290823,1999211,472457,655751,398309,0,369452,743492,0,0,0,110058,0,0,0,0,0,2439632,0,0,0,0,0,1420859,196924,0,0,2419982,0,0,185159,0,0,1091144,2471302,0,146832,306900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1832,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,78656813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1833,Exorcist: The Beginning,41821986,47960,2257660,200000,2353545,454436,0,256046,28262,0,0,39278,115766,94009,0,125841,661540,85750,39690,0,7576873,0,0,0,0,0,187160,251061,0,78947,515008,0,46212,31609,0,0,141080,5284764,345063,415398,658164,0,229523,871050,0,0,2600000,442060,124000,0,0,0,0,3768026,0,0,0,0,0,869617,361549,0,144700,1722601,96000,0,262044,0,255800,509371,569332,0,381940,205600,0,0,0,266400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1834,Drive,35061555,140992,4693696,119242,13264311,458004,0,1095013,60092,33218,0,234668,1278666,0,0,387039,1796027,494792,190190,0,2396019,0,0,0,54592,0,600151,899673,0,835142,224460,0,39293,15914,47646,0,150447,3096335,674644,0,109622,0,327994,366886,0,2365,742446,89519,0,0,0,0,0,996469,0,0,0,97757,21203,2286388,172512,0,0,348304,0,0,701146,0,0,2058038,125172,0,0,64300,0,0,0,124724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
